buyer_id,seller_id,total_transactions_with_seller
0bb440f2ae8461ca7b424f9b0efddbb2a1993e07a6d629a5b9f82f5818264d1b,0bb440f2ae8461ca7b424f9b0efddbb2a1993e07a6d629a5b9f82f5818264d1b,1266
10f3200ad77826457a7b33726d1ec95de21ee6400745aabd3d9c73992814a7e3,10f3200ad77826457a7b33726d1ec95de21ee6400745aabd3d9c73992814a7e3,321
34d1c64bbd54c2912026f19d45b7274b31f3e5f3ca9a81626659c36891d8f525,34d1c64bbd54c2912026f19d45b7274b31f3e5f3ca9a81626659c36891d8f525,294
b4c5286fbf6443dd4df37457f3ef23a2b71253b1c86452f824e8856befba3483,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,294
9506dece8982a8d50fbb2924dd510825ea1516c19852aa5aa3fd2d15811de6f2,9506dece8982a8d50fbb2924dd510825ea1516c19852aa5aa3fd2d15811de6f2,261
2155a0b3ec4ef3cb18f0890eab8177381c7e96dad9629721a73f28e38d8c9c03,2155a0b3ec4ef3cb18f0890eab8177381c7e96dad9629721a73f28e38d8c9c03,248
df43724682fbd651e549d3e2043a9d0d2cc4700545863ac3c07e41d566fb5222,df43724682fbd651e549d3e2043a9d0d2cc4700545863ac3c07e41d566fb5222,243
02611e2fdd7d730bddbd654baf24f03a739704bcb34c010c3cb54d3069087eea,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,216
df49a12bd4d8e5cc564d587ddf36c8b15be260b4b048e861498341db74728f24,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,215
0719f2ed66328a141dc1807848bcc72edd027567ae4fc4968306a04287c64afa,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,210
576ce938a1c057c31694b9e821cf519a0db46bcc77693242bed295e7c0fc4dbb,576ce938a1c057c31694b9e821cf519a0db46bcc77693242bed295e7c0fc4dbb,190
e86bd6df55286c8cb120958807c7307bc3d2b23b2c5827eed0e10b383ff9c388,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,184
12f7e7ab41e58c5de499fbe19486c45685ee83f84b207c8dfee8b11bf9ea2b4b,12f7e7ab41e58c5de499fbe19486c45685ee83f84b207c8dfee8b11bf9ea2b4b,175
a388da6750af2dfcc1a4961040e09586d80835ae520b43b221177c0c7d252aa0,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,158
05db8bbeef844b9e5e5599dd8caff2d34c7789d5e827c4c0168b14e565a8b71c,05db8bbeef844b9e5e5599dd8caff2d34c7789d5e827c4c0168b14e565a8b71c,158
5bf35dd8aa92e195e7521eba2002cbc70572885691aa05c12c83db1b18a13396,5bf35dd8aa92e195e7521eba2002cbc70572885691aa05c12c83db1b18a13396,157
1b8d66f4b6c47e23a6c2e04fb69df2b957ee2231ed5bc120e1d456d386a3056c,1b8d66f4b6c47e23a6c2e04fb69df2b957ee2231ed5bc120e1d456d386a3056c,153
6328714f366f41f89c51c971272888ae768d7369af43341cc96352a6808bed3c,6328714f366f41f89c51c971272888ae768d7369af43341cc96352a6808bed3c,146
43497d14df19fed64bff6f0cbe2126f5af27926185ce0d073370766b288a293e,43497d14df19fed64bff6f0cbe2126f5af27926185ce0d073370766b288a293e,144
558ee63bc4cb36f457848cb954f7d05c810f36b4596ed10ed85996f74eb8c424,558ee63bc4cb36f457848cb954f7d05c810f36b4596ed10ed85996f74eb8c424,142
60093b335092831101985f015ea0f8fae9dc11c445e6abd5453488f8c2b3a317,60093b335092831101985f015ea0f8fae9dc11c445e6abd5453488f8c2b3a317,141
b4c5286fbf6443dd4df37457f3ef23a2b71253b1c86452f824e8856befba3483,b4c5286fbf6443dd4df37457f3ef23a2b71253b1c86452f824e8856befba3483,140
39f2037996f6cd1910ab274530835a9a87ba0074e5ed1c0064b0c43a43701f3b,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,137
10da36163251099d5f1bc10c58c9cbb16dd462d7ee8c5b02f6d1b6caf951010d,10da36163251099d5f1bc10c58c9cbb16dd462d7ee8c5b02f6d1b6caf951010d,134
02611e2fdd7d730bddbd654baf24f03a739704bcb34c010c3cb54d3069087eea,02611e2fdd7d730bddbd654baf24f03a739704bcb34c010c3cb54d3069087eea,124
316381f7db51ce298148f09cebcf7ad93214cc42e6a4d5984317f459268f2289,316381f7db51ce298148f09cebcf7ad93214cc42e6a4d5984317f459268f2289,123
67be2ad9dc1d49ecf7860e79d7ef7afb311c663570c7d257179ae5121f6c156d,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,117
d76c958f4e0dd86f00a166da4c5d11d13f2a144a21f308772d405d7260f6db8f,d76c958f4e0dd86f00a166da4c5d11d13f2a144a21f308772d405d7260f6db8f,117
1881088503a58d8b203e81c043894f170f072eefab722817e688ede7112c1da7,1881088503a58d8b203e81c043894f170f072eefab722817e688ede7112c1da7,114
5e34de7da3795a555c8ef5f2138dd2284372b3b13c477c98350d6188f1ea532f,5e34de7da3795a555c8ef5f2138dd2284372b3b13c477c98350d6188f1ea532f,109
91280330cf35579339a1a0c28c1fb620a77ec00b341b5656f4723f309f447c26,91280330cf35579339a1a0c28c1fb620a77ec00b341b5656f4723f309f447c26,104
f71664548c5df8e51c3c018ffb8b49642a314b298377c2c79b795fd45e8e2442,f71664548c5df8e51c3c018ffb8b49642a314b298377c2c79b795fd45e8e2442,102
2a725c247c864cd9ea76c2c9c6af13083c70f92939d828336467a5068cd7564d,2a725c247c864cd9ea76c2c9c6af13083c70f92939d828336467a5068cd7564d,94
341cbeceb937be6455eb6735ca5821b7ebf7245fded4d5af93017719d622405f,341cbeceb937be6455eb6735ca5821b7ebf7245fded4d5af93017719d622405f,90
1a8d6a2245e8ccc2cc3d3024b15d0137a2e49cfb0adce309b32dfef7406aa47b,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,89
6ae0c0783ced0c9c4b857229005fd70ab3b631479431e8a21a085586b47edf7e,6ae0c0783ced0c9c4b857229005fd70ab3b631479431e8a21a085586b47edf7e,87
c1158326d004154f5cc5fd9a65f0e98ab4ae0ffd74745334e01f211a02f4e063,c1158326d004154f5cc5fd9a65f0e98ab4ae0ffd74745334e01f211a02f4e063,87
adf024dab63cd741acb845cf75ac28a836cfba564df2669fe5b5e73a20c19b84,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,86
1e485a67dcbe9fd3838a47c6b703c91b78972e3e2c327c7f3b5200ca4d94a84b,1e485a67dcbe9fd3838a47c6b703c91b78972e3e2c327c7f3b5200ca4d94a84b,86
31ad122244ba1751a67800f4fd34945fec0ad93aa1cd684d1590fbaefe6f62f4,31ad122244ba1751a67800f4fd34945fec0ad93aa1cd684d1590fbaefe6f62f4,85
5179d1302692c832cd8dbc668a5a7dcbb532f5e25740cb2a15907169e3d6321f,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,84
746b46d30b7398728236ddcc54bad2518cc31a22b01951ca273e3c02a0a96248,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,83
947bb768a1090f9f074568d0f7fcc888b258a21a4694ff0c68349ded21addca1,947bb768a1090f9f074568d0f7fcc888b258a21a4694ff0c68349ded21addca1,83
c3bcb0f91815c3c71765803a8c15658657f94ff652a5a2a0e7d21a144ecb6585,c3bcb0f91815c3c71765803a8c15658657f94ff652a5a2a0e7d21a144ecb6585,80
adbbcf0e6b8726a287085e14e7deacf17e4ad2b1865c500a1b0434cd976af501,adbbcf0e6b8726a287085e14e7deacf17e4ad2b1865c500a1b0434cd976af501,80
a19f16ee4284b6b365637415b7f1caf469bed1bf4dcbbee3c27779d98602dae4,a19f16ee4284b6b365637415b7f1caf469bed1bf4dcbbee3c27779d98602dae4,80
a6b4dd5eadae551adebeb201d2cf6cad7217f690478606cce57a5ff33bc1f49d,a6b4dd5eadae551adebeb201d2cf6cad7217f690478606cce57a5ff33bc1f49d,79
1bd3cf190932ff69823fe707a3fef0247224541b1d7faed87c51a31644f8ef6f,1bd3cf190932ff69823fe707a3fef0247224541b1d7faed87c51a31644f8ef6f,78
8f0c0689fca8f8ed79a1d8b1dcb046ecbfdc6a4fdf2c1cb8975952e28ea34a1c,8f0c0689fca8f8ed79a1d8b1dcb046ecbfdc6a4fdf2c1cb8975952e28ea34a1c,78
dd407742b429c4323163db61eed4af23b3859e9f74629219fb8093b14162ed74,dd407742b429c4323163db61eed4af23b3859e9f74629219fb8093b14162ed74,77
26c7e049aa5094cfd7a7674d3712b42a08d67368e1a85e006cca165a32eebdb5,26c7e049aa5094cfd7a7674d3712b42a08d67368e1a85e006cca165a32eebdb5,75
b5f5aa6b663fea3c268dca75e51fc2d96a1d932593863453eee26e1284e687fd,b5f5aa6b663fea3c268dca75e51fc2d96a1d932593863453eee26e1284e687fd,74
f13b2c7285a6fe4ff802b8d8883dade0d396929073781a9a1f7fdb09999a42a4,f13b2c7285a6fe4ff802b8d8883dade0d396929073781a9a1f7fdb09999a42a4,73
953fafcb3e4d2fd52c481ebbcf80aec6140a31c530f0bca1c1cdd772d9a64383,953fafcb3e4d2fd52c481ebbcf80aec6140a31c530f0bca1c1cdd772d9a64383,73
44107860b892a4359c0757c5185f57045c03d8d00c6b8d2d9922b12f01f41c95,44107860b892a4359c0757c5185f57045c03d8d00c6b8d2d9922b12f01f41c95,72
7054b8362efbff733a33f248f3bf7f8676a9bc8908c368d9de5123aabbcbc080,7054b8362efbff733a33f248f3bf7f8676a9bc8908c368d9de5123aabbcbc080,71
67b9b39552bb679eb2d68a267eaa27ee1ba32cb01e383b2fd9d1e1571eab241d,67b9b39552bb679eb2d68a267eaa27ee1ba32cb01e383b2fd9d1e1571eab241d,70
7a01758216ff0f797fc08017bc81341e49bc1f0f4091dc9d5a6dfad69d27a7e8,7a01758216ff0f797fc08017bc81341e49bc1f0f4091dc9d5a6dfad69d27a7e8,70
512730eb535e1f1bd1fa80f822abcea496c0d3cc0adb292f0afda6e7795ff934,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,70
07915d554877628d58df6c25467129352bf98e9b604c5b06daae791e3d0e7c6e,07915d554877628d58df6c25467129352bf98e9b604c5b06daae791e3d0e7c6e,69
45d927424a2651c289946309010fddff482c94333bc4038a9414c463ea1a648e,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,69
3e174df1eb0f2e62ae5a8f02e914576fa65b8a0d2f94383f953d2459a6e36a7b,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,67
ff297354f3294e46eb09787675d6e2847cd76be14cba7d236172ea6d16f0a03b,ff297354f3294e46eb09787675d6e2847cd76be14cba7d236172ea6d16f0a03b,67
09574e064bb497b366ab55675ed26ce4dd09b892e6a5228a876da5d3a1f2cd62,09574e064bb497b366ab55675ed26ce4dd09b892e6a5228a876da5d3a1f2cd62,64
33cc542f6f66845b6df7d03e21636c37ab9596287d5585ce50b9a2103cb4c5e3,33cc542f6f66845b6df7d03e21636c37ab9596287d5585ce50b9a2103cb4c5e3,64
20127d383365444b40e3811bfb45b3992ae8027ac86c06b88af0cea75a9cca47,20127d383365444b40e3811bfb45b3992ae8027ac86c06b88af0cea75a9cca47,64
c8f7bc364bb12994787b99a779876e6150da29c6abc2a268b2c1d4cf037f220f,c8f7bc364bb12994787b99a779876e6150da29c6abc2a268b2c1d4cf037f220f,63
443514213d7bc7a895ea2edd23f26b12cea812a478edfeacc7531298aa8a2113,443514213d7bc7a895ea2edd23f26b12cea812a478edfeacc7531298aa8a2113,63
5dccf559b1460021648be182e447b6abd08c7f88acfbbb82987ef668648b0775,5dccf559b1460021648be182e447b6abd08c7f88acfbbb82987ef668648b0775,63
d31f121a1f052b1c166abcde835c6b085a7ed12cc06cb15567720fb5430b0c2e,d31f121a1f052b1c166abcde835c6b085a7ed12cc06cb15567720fb5430b0c2e,62
d577fd41926e91385c457735fd55655e3bcf2952dccf59816304a9a5c960014a,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,62
417924a2a195717000c1352d251149042a326a750799205d627e0924d7c454ae,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,62
255ee6288a2bb2bf93d83f53cdf6a75aa6a62faa991d6fe3db7b2fb392dc3d47,255ee6288a2bb2bf93d83f53cdf6a75aa6a62faa991d6fe3db7b2fb392dc3d47,62
290246bd28a08b2818fa9555ea98bffe9a256d136c7b76b3132060e1ff0d0a9a,290246bd28a08b2818fa9555ea98bffe9a256d136c7b76b3132060e1ff0d0a9a,62
a2d8e6b75e768bcbbeac0ecb3e77eda0736d19a91f846efc45e03156084f9bc3,a2d8e6b75e768bcbbeac0ecb3e77eda0736d19a91f846efc45e03156084f9bc3,61
f4023a8aa56fafe4bce1a5ee4cd6c80c8f02c7c3868b4f9414f8b0a908071e98,f4023a8aa56fafe4bce1a5ee4cd6c80c8f02c7c3868b4f9414f8b0a908071e98,61
b614c4291df488aafefcb1fc65ba9f63ea8ca6c66d71c7ad807ff1ea7d9e3867,b614c4291df488aafefcb1fc65ba9f63ea8ca6c66d71c7ad807ff1ea7d9e3867,59
06400ce1f6ad0da979419eddc2edebb0f7c3f8edd3ac6b68632316166c2481ac,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,59
c07d0e95700f3f984f37a0c698c3edc811ffea6d0803348756b6b1a98df7108d,c07d0e95700f3f984f37a0c698c3edc811ffea6d0803348756b6b1a98df7108d,59
c4e7d5c70860dd16e4eb71c9d5d1187a264ee55b0e880d9a6b01c321b74db76a,c4e7d5c70860dd16e4eb71c9d5d1187a264ee55b0e880d9a6b01c321b74db76a,59
613581d100888f60ab31b4ffe3d68dea36df96250b853a796903d8c3bc10428a,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,59
